DSO Name,Maßnahmen ID,Grid Type,Cities,Project Type,State,Capacity Change,Date of completion,Geo Codes
Avacon,111b,UW,Conneforde,ENB (Ersatzneubau),Planned,0,Not Specified (part of plan up to 2045),"{""Conneforde, Germany"":{""lat"":53.3253129,""lng"":8.0599501,""address"":{""formatted"":""26215 Wiefelstede-Conneforde, Germany""}}}"
Avacon,113,Line,"Göttingen, Hardegsen",ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Göttingen, Germany"":{""lat"":51.54128040000001,""lng"":9.915803499999999,""address"":{""formatted"":""37 Göttingen, Germany""}},""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}}}"
Avacon,116,UW,Halberstadt Ost,UW Neubau,Planned,40,Not Specified (part of plan up to 2045),"{""Halberstadt Ost, Germany"":{""lat"":51.8916475,""lng"":11.0488695,""address"":{""formatted"":""38 Halberstadt, Germany""}}}"
Avacon,118,Line,"Burg, Genthin",ENB (Ersatzneubau),Planned,681,Not Specified (part of plan up to 2045),"{""Burg, Germany"":{""lat"":52.2709013,""lng"":11.8553502,""address"":{""formatted"":""39 Burg bei Magdeburg, Germany""}},""Genthin, Germany"":{""lat"":52.4006218,""lng"":12.1601527,""address"":{""formatted"":""39 Genthin, Germany""}}}"
Avacon,123,Line,"Wasserleben, Dingelstedt",NB (Neubau),Planned,776,Not Specified (part of plan up to 2045),"{""Wasserleben, Germany"":{""lat"":51.9207542,""lng"":10.7567796,""address"":{""formatted"":""38871 Wasserleben, Germany""}},""Dingelstedt, Germany"":{""lat"":51.3155848,""lng"":10.3196967,""address"":{""formatted"":""Dingelstädt, Germany""}}}"
Avacon,124,UW,Dingelstedt,NB (Neubau),Planned,126,Not Specified (part of plan up to 2045),"{""Dingelstedt, Germany"":{""lat"":51.3155848,""lng"":10.3196967,""address"":{""formatted"":""Dingelstädt, Germany""}}}"
Avacon,126/131,Line,"Kunrau, Jeeben, Leetze, Tylsen",NB (Neubau),Planned,225,Not Specified (part of plan up to 2045),"{""Kunrau, Germany"":{""lat"":52.5658808,""lng"":11.0204064,""address"":{""formatted"":""38486 Klötze-Kunrau, Germany""}},""Jeeben, Germany"":{""lat"":52.6817437,""lng"":11.0908401,""address"":{""formatted"":""38489 Beetzendorf-Jeeben, Germany""}},""Leetze, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}},""Tylsen, Germany"":{""lat"":52.8164846,""lng"":11.0329589,""address"":{""formatted"":""29410 Salzwedel-Tylsen, Germany""}}}"
Avacon,126a,UW,Kunrau,UW Ausbau,Planned,0,Not Specified (part of plan up to 2045),"{""Kunrau, Germany"":{""lat"":52.5658808,""lng"":11.0204064,""address"":{""formatted"":""38486 Klötze-Kunrau, Germany""}}}"
Avacon,126b,UW,Jeeben,UW Ausbau,Planned,40,Not Specified (part of plan up to 2045),"{""Jeeben, Germany"":{""lat"":52.6817437,""lng"":11.0908401,""address"":{""formatted"":""38489 Beetzendorf-Jeeben, Germany""}}}"
Avacon,126c,UW,Leetze,UW Ausbau,Planned,40,Not Specified (part of plan up to 2045),"{""Leetze, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}}}"
Avacon,127,UW,Schwanebeck,UW Neubau,Planned,800,Not Specified (part of plan up to 2045),"{""Schwanebeck, Germany"":{""lat"":51.9663535,""lng"":11.1246873,""address"":{""formatted"":""Schwanebeck, Germany""}}}"
Avacon,128,Line,"Schwanebeck, Halberstadt Süd",NB (Neubau),Planned,260,Not Specified (part of plan up to 2045),"{""Schwanebeck, Germany"":{""lat"":51.9663535,""lng"":11.1246873,""address"":{""formatted"":""Schwanebeck, Germany""}},""Halberstadt Süd, Germany"":{""lat"":51.8803,""lng"":11.05655,""address"":{""formatted"":""Klusstraße 38, 38820 Halberstadt, Germany""}}}"
Avacon,129,Line,"Schwanebeck, Dingelstedt",NB (Neubau),Planned,843,Not Specified (part of plan up to 2045),"{""Schwanebeck, Germany"":{""lat"":51.9663535,""lng"":11.1246873,""address"":{""formatted"":""Schwanebeck, Germany""}},""Dingelstedt, Germany"":{""lat"":51.3155848,""lng"":10.3196967,""address"":{""formatted"":""Dingelstädt, Germany""}}}"
Avacon,134,Line,"Güssefeld, Stendal West",NB (Neubau),Planned,520,Not Specified (part of plan up to 2045),"{""Güssefeld, Germany"":{""lat"":52.7197439,""lng"":11.3728089,""address"":{""formatted"":""39624 Kalbe-Güssefeld, Germany""}},""Stendal West, Germany"":{""lat"":52.6041444,""lng"":11.8517729,""address"":{""formatted"":""39 Stendal, Germany""}}}"
Avacon,135,Line,"Osterburg, Stendal West",NB (Neubau),Planned,520,Not Specified (part of plan up to 2045),"{""Osterburg, Germany"":{""lat"":52.7878826,""lng"":11.7535198,""address"":{""formatted"":""39606 Osterburg, Germany""}},""Stendal West, Germany"":{""lat"":52.6041444,""lng"":11.8517729,""address"":{""formatted"":""39 Stendal, Germany""}}}"
Avacon,136,UW,Güssefeld,ENB (Ersatzneubau),Planned,46,Not Specified (part of plan up to 2045),"{""Güssefeld, Germany"":{""lat"":52.7197439,""lng"":11.3728089,""address"":{""formatted"":""39624 Kalbe-Güssefeld, Germany""}}}"
Avacon,137,UW,Osterburg,UW Ausbau,Planned,130,Not Specified (part of plan up to 2045),"{""Osterburg, Germany"":{""lat"":52.7878826,""lng"":11.7535198,""address"":{""formatted"":""39606 Osterburg, Germany""}}}"
Avacon,139a,UW,Zerbst,UW Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Zerbst, Germany"":{""lat"":51.9669481,""lng"":12.0846211,""address"":{""formatted"":""39 Zerbst, Germany""}}}"
Avacon,139b,UW,Bismark,UW Ausbau,Planned,80,Not Specified (part of plan up to 2045),"{""Bismark, Germany"":{""lat"":52.66147340000001,""lng"":11.5549424,""address"":{""formatted"":""39 Bismark, Germany""}}}"
Avacon,142,Line,"Gadenstedt, Abzw. Gadenstedt",ENB (Ersatzneubau),Planned,130,Not Specified (part of plan up to 2045),"{""Gadenstedt, Germany"":{""lat"":52.2484955,""lng"":10.2151755,""address"":{""formatted"":""31246 Ilsede-Gadenstedt, Germany""}},""Abzw. Gadenstedt, Germany"":{""lat"":52.2484955,""lng"":10.2151755,""address"":{""formatted"":""31246 Ilsede-Gadenstedt, Germany""}}}"
Avacon,155,Line,"Halbemond, Lütetsburg, Norddeich",FLM (Freileitungsmonitoring),Planned,62,Not Specified (part of plan up to 2045),"{""Halbemond, Germany"":{""lat"":53.564334,""lng"":7.299377499999999,""address"":{""formatted"":""26524 Halbemond, Germany""}},""Lütetsburg, Germany"":{""lat"":53.6002383,""lng"":7.24519,""address"":{""formatted"":""26524 Lütetsburg, Germany""}},""Norddeich, Germany"":{""lat"":53.6166466,""lng"":7.1587422,""address"":{""formatted"":""Norden-Norddeich, Germany""}}}"
Avacon,156,UW,Fedderwarden,NB (Neubau),Planned,380,Not Specified (part of plan up to 2045),"{""Fedderwarden, Germany"":{""lat"":53.5627626,""lng"":8.0465241,""address"":{""formatted"":""26388 Wilhelmshaven-Fedderwarden, Germany""}}}"
Avacon,157,Line,"Roffhausen, Fedderwarden",ENB (Ersatzneubau),Planned,280,Not Specified (part of plan up to 2045),"{""Roffhausen, Germany"":{""lat"":53.5258765,""lng"":8.0283306,""address"":{""formatted"":""26419 Schortens-Roffhausen, Germany""}},""Fedderwarden, Germany"":{""lat"":53.5627626,""lng"":8.0465241,""address"":{""formatted"":""26388 Wilhelmshaven-Fedderwarden, Germany""}}}"
Avacon,158,Line,"Blexen, Grebswarden",Uprating + FLM,Planned,83,Not Specified (part of plan up to 2045),"{""Blexen, Germany"":{""lat"":53.530838,""lng"":8.5357871,""address"":{""formatted"":""26954 Blexen, Germany""}},""Grebswarden, Germany"":{""lat"":53.52416479999999,""lng"":8.5086087,""address"":{""formatted"":""26954 Nordenham-Grebswarden, Germany""}}}"
Avacon,159,Line,"Diele, Papenburg",ENB (Ersatzneubau),Planned,256,Not Specified (part of plan up to 2045),"{""Diele, Germany"":{""lat"":53.1209336,""lng"":7.3143667,""address"":{""formatted"":""26826 Weener-Diele, Germany""}},""Papenburg, Germany"":{""lat"":53.0726142,""lng"":7.4232678,""address"":{""formatted"":""26871 Papenburg, Germany""}}}"
Avacon,160,Line,"Langholt, Völlen",FLM (Freileitungsmonitoring),Planned,68,Not Specified (part of plan up to 2045),"{""Langholt, Germany"":{""lat"":53.111605,""lng"":7.589901999999999,""address"":{""formatted"":""Langholt, 26842 Ostrhauderfehn, Germany""}},""Völlen, Germany"":{""lat"":53.1074041,""lng"":7.380052300000001,""address"":{""formatted"":""26810 Westoverledingen-Völlen, Germany""}}}"
Avacon,161,Line,"Conneforde, Westerstede",Uprating + FLM + Umbeseilung,Planned,108,Not Specified (part of plan up to 2045),"{""Conneforde, Germany"":{""lat"":53.3253129,""lng"":8.0599501,""address"":{""formatted"":""26215 Wiefelstede-Conneforde, Germany""}},""Westerstede, Germany"":{""lat"":53.2577806,""lng"":7.9222968,""address"":{""formatted"":""26655 Westerstede, Germany""}}}"
Avacon,163,Line,"Dinklage, Essen",ENB (Ersatzneubau),Planned,192,Not Specified (part of plan up to 2045),"{""Dinklage, Germany"":{""lat"":52.66329140000001,""lng"":8.123450799999999,""address"":{""formatted"":""49413 Dinklage, Germany""}},""Essen, Germany"":{""lat"":52.722407,""lng"":7.939112,""address"":{""formatted"":""45 Essen, Germany""}}}"
Avacon,166,UW,Simmerhausen Süd (Prinzhöfte),NB (Neubau),Planned,126,Not Specified (part of plan up to 2045),"{""Simmerhausen Süd (Prinzhöfte), Germany"":{""lat"":52.934465,""lng"":8.482592,""address"":{""formatted"":""Simmerhausen, 27243 Prinzhöfte, Germany""}}}"
Avacon,167,Line,"Haselünne, Löningen",FLM (Freileitungsmonitoring),Planned,50,Not Specified (part of plan up to 2045),"{""Haselünne, Germany"":{""lat"":52.6763414,""lng"":7.4809826,""address"":{""formatted"":""49740 Haselünne, Germany""}},""Löningen, Germany"":{""lat"":52.736526,""lng"":7.7587838,""address"":{""formatted"":""49624 Löningen, Germany""}}}"
Avacon,168,Line,"Löningen, Essen",ENB (Ersatzneubau),Planned,192,Not Specified (part of plan up to 2045),"{""Löningen, Germany"":{""lat"":52.736526,""lng"":7.7587838,""address"":{""formatted"":""49624 Löningen, Germany""}},""Essen, Germany"":{""lat"":52.722407,""lng"":7.939112,""address"":{""formatted"":""45 Essen, Germany""}}}"
Avacon,169,Line,"Elsfleth, Unterweser",FLM (Freileitungsmonitoring),Planned,72,Not Specified (part of plan up to 2045),"{""Elsfleth, Germany"":{""lat"":53.2378746,""lng"":8.4568607,""address"":{""formatted"":""Elsfleth, Germany""}},""Unterweser, Germany"":{""lat"":53.3263116,""lng"":8.4782391,""address"":{""formatted"":""26919 Brake, Germany""}}}"
Avacon,176,Line,,Anschluss dezentraler Erzeugungsanlagen,Planned,0,Not Specified (part of plan up to 2045),-
Avacon,177,Line,"Bassum, Abzw. Syke",FLM (Freileitungsmonitoring),Planned,148,Not Specified (part of plan up to 2045),"{""Bassum, Germany"":{""lat"":52.8494721,""lng"":8.7268872,""address"":{""formatted"":""27211 Bassum, Germany""}},""Abzw. Syke, Germany"":{""lat"":52.91395259999999,""lng"":8.8220159,""address"":{""formatted"":""28857 Syke, Germany""}}}"
Avacon,179,Line,"Ohlensehlen, Sulingen",FLM (Freileitungsmonitoring),Planned,400,Not Specified (part of plan up to 2045),"{""Ohlensehlen, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}},""Sulingen, Germany"":{""lat"":52.6823432,""lng"":8.8037257,""address"":{""formatted"":""27232 Sulingen, Germany""}}}"
Avacon,180,,"Weyhe, Sottrum",FLM (Freileitungsmonitoring),Planned,,Not Specified (part of plan up to 2045),"{""Weyhe, Germany"":{""lat"":52.9830237,""lng"":8.8505317,""address"":{""formatted"":""28844 Weyhe, Germany""}},""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}}}"
Avacon,181,Line,"Wechold, Düshorn, Sottrum",FLM (Freileitungsmonitoring),Planned,63,Not Specified (part of plan up to 2045),"{""Wechold, Germany"":{""lat"":52.8462431,""lng"":9.1275082,""address"":{""formatted"":""27318 Hilgermissen-Wechold, Germany""}},""Düshorn, Germany"":{""lat"":52.8295744,""lng"":9.6273559,""address"":{""formatted"":""29664 Walsrode-Düshorn, Germany""}},""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}}}"
Avacon,182,Line,"Wechold, Homfeld",Uprating + FLM,Planned,194,Not Specified (part of plan up to 2045),"{""Wechold, Germany"":{""lat"":52.8462431,""lng"":9.1275082,""address"":{""formatted"":""27318 Hilgermissen-Wechold, Germany""}},""Homfeld, Germany"":{""lat"":54.0751399,""lng"":9.752135899999999,""address"":{""formatted"":""24613 Aukrug-Homfeld, Germany""}}}"
Avacon,183,"UW, Line",Sulingen,UW Umbau,Planned,0,Not Specified (part of plan up to 2045),"{""Sulingen, Germany"":{""lat"":52.6823432,""lng"":8.8037257,""address"":{""formatted"":""27232 Sulingen, Germany""}}}"
Avacon,184,Line,"Lüneburg, Dannenberg",ENB (Ersatzneubau),Planned,671,Not Specified (part of plan up to 2045),"{""Lüneburg, Germany"":{""lat"":53.2478704,""lng"":10.4160637,""address"":{""formatted"":""21 Lüneburg, Germany""}},""Dannenberg, Germany"":{""lat"":53.0986852,""lng"":11.109336,""address"":{""formatted"":""29451 Dannenberg, Germany""}}}"
Avacon,185,Line,"Lüneburg, Stadorf",Uprating + FLM,Planned,204,Not Specified (part of plan up to 2045),"{""Lüneburg, Germany"":{""lat"":53.2478704,""lng"":10.4160637,""address"":{""formatted"":""21 Lüneburg, Germany""}},""Stadorf, Germany"":{""lat"":52.9919301,""lng"":10.3950159,""address"":{""formatted"":""29593 Schwienau-Stadorf, Germany""}}}"
Avacon,186,Line,"Lehrte, Hänigsen",Uprating + FLM,Planned,174,Not Specified (part of plan up to 2045),"{""Lehrte, Germany"":{""lat"":52.3746255,""lng"":9.9784211,""address"":{""formatted"":""31275 Lehrte, Germany""}},""Hänigsen, Germany"":{""lat"":52.4836239,""lng"":10.092694,""address"":{""formatted"":""31311 Uetze-Hänigsen, Germany""}}}"
Avacon,187,Line,"Hänigsen, Abzw. Peine/West",Uprating + FLM,Planned,204,Not Specified (part of plan up to 2045),"{""Hänigsen, Germany"":{""lat"":52.4836239,""lng"":10.092694,""address"":{""formatted"":""31311 Uetze-Hänigsen, Germany""}},""Abzw. Peine/West, Germany"":{""lat"":52.3204095,""lng"":10.243267,""address"":{""formatted"":""31 Peine, Germany""}}}"
Avacon,189,Line,"Sehnde, Peine/Ost",Uprating + FLM,Planned,126,Not Specified (part of plan up to 2045),"{""Sehnde, Germany"":{""lat"":52.3171922,""lng"":9.967276499999999,""address"":{""formatted"":""Sehnde, Germany""}},""Peine/Ost, Germany"":{""lat"":52.3204095,""lng"":10.243267,""address"":{""formatted"":""31 Peine, Germany""}}}"
Avacon,193,,"Gleidingen, Braunschweig/Nord",Uprating + FLM,Planned,,Not Specified (part of plan up to 2045),"{""Gleidingen, Germany"":{""lat"":52.2722811,""lng"":9.8432458,""address"":{""formatted"":""30880 Laatzen-Gleidingen, Germany""}},""Braunschweig/Nord, Germany"":{""lat"":52.2677907,""lng"":10.5245656,""address"":{""formatted"":""38 Braunschweig, Germany""}}}"
Avacon,194,,"Haverlahwiese, Ohlendorf",FLM (Freileitungsmonitoring),Planned,,Not Specified (part of plan up to 2045),"{""Haverlahwiese, Germany"":{""lat"":52.0954485,""lng"":10.3373809,""address"":{""formatted"":""38229 Salzgitter-Haverlahwiese, Germany""}},""Ohlendorf, Germany"":{""lat"":52.0626948,""lng"":10.4440174,""address"":{""formatted"":""38259 Salzgitter-Ohlendorf, Germany""}}}"
Avacon,198,Line,"Friedensdorf, Dillenburg",FLM (Freileitungsmonitoring),Planned,63,Not Specified (part of plan up to 2045),"{""Friedensdorf, Germany"":{""lat"":50.8502702,""lng"":8.5636646,""address"":{""formatted"":""35232 Dautphetal-Friedensdorf, Germany""}},""Dillenburg, Germany"":{""lat"":50.7452841,""lng"":8.2807631,""address"":{""formatted"":""35 Dillenburg, Germany""}}}"
Avacon,200,Line,"Mecklar, Hersfeld",FLM (Freileitungsmonitoring),Planned,78,Not Specified (part of plan up to 2045),"{""Mecklar, Germany"":{""lat"":50.9184119,""lng"":9.7615578,""address"":{""formatted"":""36251 Ludwigsau-Mecklar, Germany""}},""Hersfeld, Germany"":{""lat"":50.8701345,""lng"":9.7019675,""address"":{""formatted"":""36251 Bad Hersfeld, Germany""}}}"
Avacon,201,Line,"Niestetal, Münden",ENB (Ersatzneubau),Planned,197,Not Specified (part of plan up to 2045),"{""Niestetal, Germany"":{""lat"":51.3079896,""lng"":9.5768265,""address"":{""formatted"":""34266 Niestetal, Germany""}},""Münden, Germany"":{""lat"":51.419285,""lng"":9.6557588,""address"":{""formatted"":""34346 Hann. Münden, Germany""}}}"
Avacon,202,Line,"Twistetal, Paderborn",ENB (Ersatzneubau),Planned,526,Not Specified (part of plan up to 2045),"{""Twistetal, Germany"":{""lat"":51.3368597,""lng"":8.965328,""address"":{""formatted"":""34477 Twistetal, Germany""}},""Paderborn, Germany"":{""lat"":51.7189205,""lng"":8.757509299999999,""address"":{""formatted"":""33 Paderborn, Germany""}}}"
Avacon,203,Line,"Elsen, Paderborn",ENB (Ersatzneubau),Planned,125,Not Specified (part of plan up to 2045),"{""Elsen, Germany"":{""lat"":51.7410559,""lng"":8.6765115,""address"":{""formatted"":""33 Paderborn-Elsen, Germany""}},""Paderborn, Germany"":{""lat"":51.7189205,""lng"":8.757509299999999,""address"":{""formatted"":""33 Paderborn, Germany""}}}"
Avacon,204,Line,"Elsen, Paderborn",80°C-Trassierung / Uprating,Planned,125,Not Specified (part of plan up to 2045),"{""Elsen, Germany"":{""lat"":51.7410559,""lng"":8.6765115,""address"":{""formatted"":""33 Paderborn-Elsen, Germany""}},""Paderborn, Germany"":{""lat"":51.7189205,""lng"":8.757509299999999,""address"":{""formatted"":""33 Paderborn, Germany""}}}"
Avacon,207,Line,"Korbach, Twistetal",ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Korbach, Germany"":{""lat"":51.2774069,""lng"":8.8709876,""address"":{""formatted"":""34497 Korbach, Germany""}},""Twistetal, Germany"":{""lat"":51.3368597,""lng"":8.965328,""address"":{""formatted"":""34477 Twistetal, Germany""}}}"
Avacon,209,,"Dipperz, Petersberg",TAL-Beseilung und FLM,Planned,,Not Specified (part of plan up to 2045),"{""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}},""Petersberg, Germany"":{""lat"":50.5579247,""lng"":9.711849599999999,""address"":{""formatted"":""36100 Petersberg, Germany""}}}"
Avacon,210,,"Dipperz, Elm",TAL-Beseilung,Planned,,Not Specified (part of plan up to 2045),"{""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}},""Elm, Germany"":{""lat"":50.3603612,""lng"":9.558419299999999,""address"":{""formatted"":""36381 Schlüchtern-Elm, Germany""}}}"
Avacon,211,Line,"Dipperz, Elm",FLM (Freileitungsmonitoring),Planned,63,Not Specified (part of plan up to 2045),"{""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}},""Elm, Germany"":{""lat"":50.3603612,""lng"":9.558419299999999,""address"":{""formatted"":""36381 Schlüchtern-Elm, Germany""}}}"
Avacon,212,Line,Fulda,FLM (Freileitungsmonitoring),Planned,75,Not Specified (part of plan up to 2045),"{""Fulda, Germany"":{""lat"":50.5558095,""lng"":9.6808449,""address"":{""formatted"":""36 Fulda, Germany""}}}"
Avacon,213,Line,"Ziegel, Trätzhof",FLM (Freileitungsmonitoring),Planned,78,Not Specified (part of plan up to 2045),"{""Ziegel, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}},""Trätzhof, Germany"":{""lat"":50.58203169999999,""lng"":9.6266448,""address"":{""formatted"":""36041 Fulda-Trätzhof, Germany""}}}"
Avacon,214,Line,"Petersberg, Lauterbach",ENB (Ersatzneubau),Planned,259,Not Specified (part of plan up to 2045),"{""Petersberg, Germany"":{""lat"":50.5579247,""lng"":9.711849599999999,""address"":{""formatted"":""36100 Petersberg, Germany""}},""Lauterbach, Germany"":{""lat"":50.6334203,""lng"":9.3960153,""address"":{""formatted"":""36341 Lauterbach, Germany""}}}"
Avacon,215,Line,"Glindenberger Weg, Möckern",FLM (Freileitungsmonitoring),Planned,140,Not Specified (part of plan up to 2045),"{""Glindenberger Weg, Germany"":{""lat"":52.2138085,""lng"":11.6747628,""address"":{""formatted"":""Glindenberger Weg, 39, Germany""}},""Möckern, Germany"":{""lat"":52.152335,""lng"":11.9537031,""address"":{""formatted"":""39 Möckern, Germany""}}}"
Avacon,216,Line,"Förderstedt, Zerbst",FLM (Freileitungsmonitoring),Planned,130,Not Specified (part of plan up to 2045),"{""Förderstedt, Germany"":{""lat"":51.8983604,""lng"":11.6351419,""address"":{""formatted"":""39443 Staßfurt-Förderstedt, Germany""}},""Zerbst, Germany"":{""lat"":51.9669481,""lng"":12.0846211,""address"":{""formatted"":""39 Zerbst, Germany""}}}"
Avacon,217,Line,"Gardelegen, Güssefeld",FLM (Freileitungsmonitoring),Planned,100,Not Specified (part of plan up to 2045),"{""Gardelegen, Germany"":{""lat"":52.5268133,""lng"":11.401844,""address"":{""formatted"":""39 Gardelegen, Germany""}},""Güssefeld, Germany"":{""lat"":52.7197439,""lng"":11.3728089,""address"":{""formatted"":""39624 Kalbe-Güssefeld, Germany""}}}"
Avacon,218,Line,"Güssefeld, Salzwedel, Steinitz",FLM (Freileitungsmonitoring),Planned,100,Not Specified (part of plan up to 2045),"{""Güssefeld, Germany"":{""lat"":52.7197439,""lng"":11.3728089,""address"":{""formatted"":""39624 Kalbe-Güssefeld, Germany""}},""Salzwedel, Germany"":{""lat"":52.84965039999999,""lng"":11.1514876,""address"":{""formatted"":""29410 Salzwedel, Germany""}},""Steinitz, Germany"":{""lat"":52.8156273,""lng"":11.1160023,""address"":{""formatted"":""29410 Salzwedel-Steinitz, Germany""}}}"
Avacon,219,Line,"Kunrau, Gardelegen",FLM (Freileitungsmonitoring),Planned,160,Not Specified (part of plan up to 2045),"{""Kunrau, Germany"":{""lat"":52.5658808,""lng"":11.0204064,""address"":{""formatted"":""38486 Klötze-Kunrau, Germany""}},""Gardelegen, Germany"":{""lat"":52.5268133,""lng"":11.401844,""address"":{""formatted"":""39 Gardelegen, Germany""}}}"
Avacon,220,Line,"Genthin, Stendal",FLM (Freileitungsmonitoring),Planned,100,Not Specified (part of plan up to 2045),"{""Genthin, Germany"":{""lat"":52.4006218,""lng"":12.1601527,""address"":{""formatted"":""39 Genthin, Germany""}},""Stendal, Germany"":{""lat"":52.6041444,""lng"":11.8517729,""address"":{""formatted"":""39 Stendal, Germany""}}}"
Avacon,221,UW,Zerbst,NB (Neubau),Planned,240,Not Specified (part of plan up to 2045),"{""Zerbst, Germany"":{""lat"":51.9669481,""lng"":12.0846211,""address"":{""formatted"":""39 Zerbst, Germany""}}}"
Avacon,223,UW,Späningen,UW (Umspannwerk),Planned,80,Not Specified (part of plan up to 2045),"{""Späningen, Germany"":{""lat"":52.7370332,""lng"":11.5770542,""address"":{""formatted"":""Späningen, 39629 Bismark (Altmark)-Meßdorf, Germany""}}}"
Avacon,226,Line,"Lehrte, Stöcken",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Lehrte, Germany"":{""lat"":52.3746255,""lng"":9.9784211,""address"":{""formatted"":""31275 Lehrte, Germany""}},""Stöcken, Germany"":{""lat"":52.416733,""lng"":9.660706,""address"":{""formatted"":""53797 Lohmar-Stöcken, Germany""}}}"
Avacon,227b,Line,"Godenau, Münchehof",ENB (Ersatzneubau),Planned,540,Not Specified (part of plan up to 2045),"{""Godenau, Germany"":{""lat"":52.0125471,""lng"":9.7905261,""address"":{""formatted"":""31061 Alfeld (Leine)-Godenau, Germany""}},""Münchehof, Germany"":{""lat"":51.8498026,""lng"":10.1828474,""address"":{""formatted"":""38723 Seesen-Münchehof, Germany""}}}"
Avacon,229,,"Stadorf, Bostel",FLM (Freileitungsmonitoring),Planned,,Not Specified (part of plan up to 2045),"{""Stadorf, Germany"":{""lat"":52.9919301,""lng"":10.3950159,""address"":{""formatted"":""29593 Schwienau-Stadorf, Germany""}},""Bostel, Germany"":{""lat"":52.645131,""lng"":10.1349742,""address"":{""formatted"":""29229 Celle-Bostel, Germany""}}}"
Avacon,230,UW,Mehringen,NB (Neubau),Planned,900,Not Specified (part of plan up to 2045),"{""Mehringen, Germany"":{""lat"":51.7283132,""lng"":11.5157204,""address"":{""formatted"":""06449 Aschersleben-Mehringen, Germany""}}}"
Avacon,231,UW,Sottrum,UW (Umspannwerk),Planned,70,Not Specified (part of plan up to 2045),"{""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}}}"
Avacon,236,Line,"Lindern, Cloppenburg West",FLM (Freileitungsmonitoring),Planned,62,Not Specified (part of plan up to 2045),"{""Lindern, Germany"":{""lat"":52.8445879,""lng"":7.780005999999999,""address"":{""formatted"":""49699 Lindern, Germany""}},""Cloppenburg West, Germany"":{""lat"":52.8452899,""lng"":8.0472991,""address"":{""formatted"":""49661 Cloppenburg, Germany""}}}"
Avacon,237,Line,"Unterweser, Weserzink",FLM (Freileitungsmonitoring),Planned,72,Not Specified (part of plan up to 2045),"{""Unterweser, Germany"":{""lat"":53.3263116,""lng"":8.4782391,""address"":{""formatted"":""26919 Brake, Germany""}},""Weserzink, Germany"":{""lat"":53.5063892484018 ,""lng"":8.50983409080663,""address"":{""formatted"":""Germany""}}}"
Avacon,238,,"Bergshausen, Niestetal",ENB (Ersatzneubau),Planned,,Not Specified (part of plan up to 2045),"{""Bergshausen, Germany"":{""lat"":51.267416,""lng"":9.5015831,""address"":{""formatted"":""34 Fuldabrück-Bergshausen, Germany""}},""Niestetal, Germany"":{""lat"":51.3079896,""lng"":9.5768265,""address"":{""formatted"":""34266 Niestetal, Germany""}}}"
Avacon,241,UW,Dipperz,UW (Umspannwerk),Planned,0,Not Specified (part of plan up to 2045),"{""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}}}"
Avacon,242,Line,"Möckern, Leitzkau",NB (Neubau),Planned,380,Not Specified (part of plan up to 2045),"{""Möckern, Germany"":{""lat"":52.152335,""lng"":11.9537031,""address"":{""formatted"":""39 Möckern, Germany""}},""Leitzkau, Germany"":{""lat"":52.056312,""lng"":11.9567595,""address"":{""formatted"":""39279 Gommern-Leitzkau, Germany""}}}"
Avacon,243,UW,Leitzkau,UW (Umspannwerk),Planned,80,Not Specified (part of plan up to 2045),"{""Leitzkau, Germany"":{""lat"":52.056312,""lng"":11.9567595,""address"":{""formatted"":""39279 Gommern-Leitzkau, Germany""}}}"
Avacon,244,Line,"Zerbst, Deetz",NB (Neubau),Planned,330,Not Specified (part of plan up to 2045),"{""Zerbst, Germany"":{""lat"":51.9669481,""lng"":12.0846211,""address"":{""formatted"":""39 Zerbst, Germany""}},""Deetz, Germany"":{""lat"":52.0508081,""lng"":12.1691196,""address"":{""formatted"":""39264 Deetz, Germany""}}}"
