DSO Name,Maßnahmen ID,Grid Type,Cities,Project Type,State,Capacity Change,Date of completion,Geo Codes
Avacon,528,Line,"Conneforde, Weser Zink",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Conneforde, Germany"":{""lat"":53.3253129,""lng"":8.0599501,""address"":{""formatted"":""26215 Wiefelstede-Conneforde, Germany""}},""Weser Zink, Germany"":{""lat"":53.5063892484018 ,""lng"":8.50983409080663,""address"":{""formatted"":""Weser, Germany""}}}"
Avacon,529,Line,"Werlte, Lindern, Cloppenburg West",ENB (Ersatzneubau),Planned,578,Not Specified (part of plan up to 2045),"{""Werlte, Germany"":{""lat"":52.85252089999999,""lng"":7.671886000000001,""address"":{""formatted"":""49757 Werlte, Germany""}},""Lindern, Germany"":{""lat"":52.8445879,""lng"":7.780005999999999,""address"":{""formatted"":""49699 Lindern, Germany""}},""Cloppenburg West, Germany"":{""lat"":52.8452899,""lng"":8.0472991,""address"":{""formatted"":""49661 Cloppenburg, Germany""}}}"
Avacon,530,Line,"Niederlangen, Dörpen",ENB (Ersatzneubau),Planned,401,Not Specified (part of plan up to 2045),"{""Niederlangen, Germany"":{""lat"":52.8563302,""lng"":7.2832782,""address"":{""formatted"":""49779 Niederlangen, Germany""}},""Dörpen, Germany"":{""lat"":52.9679574,""lng"":7.341997199999999,""address"":{""formatted"":""26892 Dörpen, Germany""}}}"
Avacon,531,Line,"Haselünne, Löningen",ENB (Ersatzneubau),Planned,704,Not Specified (part of plan up to 2045),"{""Haselünne, Germany"":{""lat"":52.6763414,""lng"":7.4809826,""address"":{""formatted"":""49740 Haselünne, Germany""}},""Löningen, Germany"":{""lat"":52.736526,""lng"":7.7587838,""address"":{""formatted"":""49624 Löningen, Germany""}}}"
Avacon,532,Line,"Völlen, Langholt, Saterland",ENB (Ersatzneubau),Planned,667,Not Specified (part of plan up to 2045),"{""Völlen, Germany"":{""lat"":53.1074041,""lng"":7.380052300000001,""address"":{""formatted"":""26810 Westoverledingen-Völlen, Germany""}},""Langholt, Germany"":{""lat"":53.111605,""lng"":7.589901999999999,""address"":{""formatted"":""Langholt, 26842 Ostrhauderfehn, Germany""}},""Saterland, Germany"":{""lat"":53.0441495,""lng"":7.737578999999999,""address"":{""formatted"":""26683 Saterland, Germany""}}}"
Avacon,533,UW,Cappeln West,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Cappeln West, Germany"":{""lat"":52.8107874,""lng"":8.1143801,""address"":{""formatted"":""49692 Cappeln, Germany""}}}"
Avacon,534,UW,Diele,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Diele, Germany"":{""lat"":53.1209336,""lng"":7.3143667,""address"":{""formatted"":""26826 Weener-Diele, Germany""}}}"
Avacon,535,UW,Schönemoor,NB (Neubau),Planned,300,Not Specified (part of plan up to 2045),"{""Schönemoor, Germany"":{""lat"":53.0927646,""lng"":8.6009727,""address"":{""formatted"":""27777 Ganderkesee-Schönemoor, Germany""}}}"
Avacon,536,UW,Garrel Ost,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Garrel Ost, Germany"":{""lat"":52.9508153,""lng"":8.0782516,""address"":{""formatted"":""Beverbrucher Str. 10, 49681 Garrel, Germany""}}}"
Avacon,537,UW,Fedderwarden,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Fedderwarden, Germany"":{""lat"":53.5627626,""lng"":8.0465241,""address"":{""formatted"":""26388 Wilhelmshaven-Fedderwarden, Germany""}}}"
Avacon,538,Line,"Halbemond, Burhafe",FLM (Freileitungsmonitoring),Planned,471,Not Specified (part of plan up to 2045),"{""Halbemond, Germany"":{""lat"":53.564334,""lng"":7.299377499999999,""address"":{""formatted"":""26524 Halbemond, Germany""}},""Burhafe, Germany"":{""lat"":53.5980705,""lng"":7.70804,""address"":{""formatted"":""26409 Wittmund-Burhafe, Germany""}}}"
Avacon,539,Line,"Oldenburg West, Oldenburg Ost, Oldenburg Nord",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Oldenburg West, Germany"":{""lat"":53.1434501,""lng"":8.214552099999999,""address"":{""formatted"":""26 Oldenburg, Germany""}},""Oldenburg Ost, Germany"":{""lat"":53.1134547,""lng"":8.272973,""address"":{""formatted"":""Kreuz Oldenburg-Ost, 26135 Oldenburg, Germany""}},""Oldenburg Nord, Germany"":{""lat"":53.1434501,""lng"":8.214552099999999,""address"":{""formatted"":""26 Oldenburg, Germany""}}}"
Avacon,540,Line,"Cloppenburg Ost, Garrel Ost",FLM (Freileitungsmonitoring),Planned,471,Not Specified (part of plan up to 2045),"{""Cloppenburg Ost, Germany"":{""lat"":52.8452899,""lng"":8.0472991,""address"":{""formatted"":""49661 Cloppenburg, Germany""}},""Garrel Ost, Germany"":{""lat"":52.9508153,""lng"":8.0782516,""address"":{""formatted"":""Beverbrucher Str. 10, 49681 Garrel, Germany""}}}"
Avacon,541,Line,"Vechta Süd, Lohne, Dinklage",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Vechta Süd, Germany"":{""lat"":52.7004499,""lng"":8.2766077,""address"":{""formatted"":""Topheide 2, 49377 Vechta, Germany""}},""Lohne, Germany"":{""lat"":52.6505733,""lng"":8.262597999999999,""address"":{""formatted"":""49393 Lohne, Germany""}},""Dinklage, Germany"":{""lat"":52.66329140000001,""lng"":8.123450799999999,""address"":{""formatted"":""49413 Dinklage, Germany""}}}"
Avacon,542,Line,"Abzw. Weener, Leer Nord, Emden Borßum",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Abzw. Weener, Germany"":{""lat"":53.1638205,""lng"":7.346154,""address"":{""formatted"":""26 Weener, Germany""}},""Leer Nord, Germany"":{""lat"":53.235657,""lng"":7.4679018,""address"":{""formatted"":""26789 Leer, Germany""}},""Emden Borßum, Germany"":{""lat"":53.3452876,""lng"":7.2235985,""address"":{""formatted"":""26725 Emden-Borssum, Germany""}}}"
Avacon,543,Line,"Cloppenburg West, Cappeln West",FLM (Freileitungsmonitoring),Planned,471,Not Specified (part of plan up to 2045),"{""Cloppenburg West, Germany"":{""lat"":52.8452899,""lng"":8.0472991,""address"":{""formatted"":""49661 Cloppenburg, Germany""}},""Cappeln West, Germany"":{""lat"":52.8107874,""lng"":8.1143801,""address"":{""formatted"":""49692 Cappeln, Germany""}}}"
Avacon,544,UW,Cappeln West,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Cappeln West, Germany"":{""lat"":52.8107874,""lng"":8.1143801,""address"":{""formatted"":""49692 Cappeln, Germany""}}}"
Avacon,545,UW,Niederlangen,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Niederlangen, Germany"":{""lat"":52.8563302,""lng"":7.2832782,""address"":{""formatted"":""49779 Niederlangen, Germany""}}}"
Avacon,546,UW,Nüttermoor,NB (Neubau),Planned,900,Not Specified (part of plan up to 2045),"{""Nüttermoor, Germany"":{""lat"":53.2623477,""lng"":7.4345252,""address"":{""formatted"":""26789 Leer-Nüttermoor, Germany""}}}"
Avacon,547,UW,Schönemoor,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Schönemoor, Germany"":{""lat"":53.0927646,""lng"":8.6009727,""address"":{""formatted"":""27777 Ganderkesee-Schönemoor, Germany""}}}"
Avacon,548,UW,Garrel Ost,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Garrel Ost, Germany"":{""lat"":52.9508153,""lng"":8.0782516,""address"":{""formatted"":""Beverbrucher Str. 10, 49681 Garrel, Germany""}}}"
Avacon,549,UW,Sengwarden,UW: Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Sengwarden, Germany"":{""lat"":53.5926196,""lng"":8.048055399999999,""address"":{""formatted"":""26388 Wilhelmshaven-Sengwarden, Germany""}}}"
Avacon,550,UW,Oldenburg West,NB (Neubau),Planned,900,Not Specified (part of plan up to 2045),"{""Oldenburg West, Germany"":{""lat"":53.1434501,""lng"":8.214552099999999,""address"":{""formatted"":""26 Oldenburg, Germany""}}}"
Avacon,551,UW,Emden Nord,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Emden Nord, Germany"":{""lat"":53.35940290000001,""lng"":7.2060095,""address"":{""formatted"":""26 Emden, Germany""}}}"
Avacon,552,UW,Emden Borßum,UW: Ausbau,Planned,600,Not Specified (part of plan up to 2045),"{""Emden Borßum, Germany"":{""lat"":53.3452876,""lng"":7.2235985,""address"":{""formatted"":""26725 Emden-Borssum, Germany""}}}"
Avacon,66,Line,"Surheide, Leherheide",FLM (Freileitungsmonitoring),Planned,125,Not Specified (part of plan up to 2045),"{""Surheide, Germany"":{""lat"":53.51472949999999,""lng"":8.6348254,""address"":{""formatted"":""27574 Bremerhaven-Surheide, Germany""}},""Leherheide, Germany"":{""lat"":53.5948638,""lng"":8.6197251,""address"":{""formatted"":""27 Bremerhaven-Leherheide, Germany""}}}"
Avacon,171,Line,"Alfstedt, Abzw. Bederkesa",FLM (Freileitungsmonitoring),Planned,144,Not Specified (part of plan up to 2045),"{""Alfstedt, Germany"":{""lat"":53.54855629999999,""lng"":9.0676268,""address"":{""formatted"":""27432 Alfstedt, Germany""}},""Abzw. Bederkesa, Germany"":{""lat"":53.620724,""lng"":8.8489156,""address"":{""formatted"":""27624 Geestland-Bad Bederkesa, Germany""}}}"
Avacon,172,Line,"Abzw. Deinste, Abzw. Oersdorf",FLM (Freileitungsmonitoring),Planned,75,Not Specified (part of plan up to 2045),"{""Abzw. Deinste, Germany"":{""lat"":53.5308558,""lng"":9.4433365,""address"":{""formatted"":""21717 Deinste, Germany""}},""Abzw. Oersdorf, Germany"":{""lat"":53.84019199999999,""lng"":9.9930191,""address"":{""formatted"":""24568 Oersdorf, Germany""}}}"
Avacon,174,Line,"Hemmoor, Kraftwerk Stade",80°C-Trassierung + FLM,Planned,182,Not Specified (part of plan up to 2045),"{""Hemmoor, Germany"":{""lat"":53.699156,""lng"":9.196232199999999,""address"":{""formatted"":""Hemmoor, 21, Germany""}},""Kraftwerk Stade, Germany"":{""lat"":53.6196571,""lng"":9.5307704,""address"":{""formatted"":""Bassenfleth 1A, 21680 Stade, Germany""}}}"
Avacon,175,,"Farge, Surheide",80°C-Trassierung + Leiterseiltausch + FLM,Planned,,Not Specified (part of plan up to 2045),"{""Farge, Germany"":{""lat"":53.1997129,""lng"":8.526292,""address"":{""formatted"":""Farge, 28 Bremen-Blumenthal, Germany""}},""Surheide, Germany"":{""lat"":53.51472949999999,""lng"":8.6348254,""address"":{""formatted"":""27574 Bremerhaven-Surheide, Germany""}}}"
Avacon,266,,"Soltau, Munster, Lübberstedt",80°C-Trassierung + FLM,Planned,,Not Specified (part of plan up to 2045),"{""Soltau, Germany"":{""lat"":52.9846914,""lng"":9.842125,""address"":{""formatted"":""29614 Soltau, Germany""}},""Munster, Germany"":{""lat"":52.99786240340846,""lng"": 10.081184531027615,""address"":{""formatted"":""48 Münster, Germany""}},""Lübberstedt, Germany"":{""lat"":53.3351021,""lng"":8.810737,""address"":{""formatted"":""27729 Lübberstedt, Germany""}}}"
Avacon,268,Line,"Alfstedt, Bremervörde",ENB (Ersatzneubau),Planned,680,Not Specified (part of plan up to 2045),"{""Alfstedt, Germany"":{""lat"":53.54855629999999,""lng"":9.0676268,""address"":{""formatted"":""27432 Alfstedt, Germany""}},""Bremervörde, Germany"":{""lat"":53.4853384,""lng"":9.152340599999999,""address"":{""formatted"":""27432 Bremervörde, Germany""}}}"
Avacon,283,Line,"Bremervörde, Beverstedt, Gnarrenburg",FLM (Freileitungsmonitoring),Planned,150,Not Specified (part of plan up to 2045),"{""Bremervörde, Germany"":{""lat"":53.4853384,""lng"":9.152340599999999,""address"":{""formatted"":""27432 Bremervörde, Germany""}},""Beverstedt, Germany"":{""lat"":53.43178649999999,""lng"":8.8211116,""address"":{""formatted"":""27616 Beverstedt, Germany""}},""Gnarrenburg, Germany"":{""lat"":53.38318109999999,""lng"":9.0026505,""address"":{""formatted"":""27442 Gnarrenburg, Germany""}}}"
Avacon,284,Line,"Leherheide, Krempel, Bederkesa",FLM (Freileitungsmonitoring),Planned,144,Not Specified (part of plan up to 2045),"{""Leherheide, Germany"":{""lat"":53.5948638,""lng"":8.6197251,""address"":{""formatted"":""27 Bremerhaven-Leherheide, Germany""}},""Krempel, Germany"":{""lat"":53.707303,""lng"": 8.704751,""address"":{""formatted"":""25774 Krempel, Germany""}},""Bederkesa, Germany"":{""lat"":53.6241369,""lng"":8.8343951,""address"":{""formatted"":""27624 Geestland-Bederkesa, Germany""}}}"
Avacon,285,Line,"Sottrum, Neuenkirchen",ENB (Ersatzneubau),Planned,600,Not Specified (part of plan up to 2045),"{""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}},""Neuenkirchen, Germany"":{""lat"":53.032021,""lng"": 9.706408,""address"":{""formatted"":""48485 Neuenkirchen, Germany""}}}"
Avacon,310,"UW, Line",Sottrum,NB (Neubau),Planned,1200,Not Specified (part of plan up to 2045),"{""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}}}"
Avacon,361,"UW, Line",Neuenkirchen,NB (Neubau),Planned,0,Not Specified (part of plan up to 2045),"{""Neuenkirchen, Germany"":{""lat"":53.032021,""lng"": 9.706408,""address"":{""formatted"":""48485 Neuenkirchen, Germany""}}}"
Avacon,362,Line,"Soltau, Neuenkirchen, Schneverdingen",80°C-Trassierung + FLM,Planned,146,Not Specified (part of plan up to 2045),"{""Soltau, Germany"":{""lat"":52.9846914,""lng"":9.842125,""address"":{""formatted"":""29614 Soltau, Germany""}},""Neuenkirchen, Germany"":{""lat"":53.032021,""lng"": 9.706408,""address"":{""formatted"":""48485 Neuenkirchen, Germany""}},""Schneverdingen, Germany"":{""lat"":53.1162319,""lng"":9.792343599999999,""address"":{""formatted"":""29640 Schneverdingen, Germany""}}}"
Avacon,381,UW,Alfstedt,UW Ausbau,Planned,300,Not Specified (part of plan up to 2045),"{""Alfstedt, Germany"":{""lat"":53.54855629999999,""lng"":9.0676268,""address"":{""formatted"":""27432 Alfstedt, Germany""}}}"
Avacon,397,Line,Geestland,NB (Neubau),Planned,,Not Specified (part of plan up to 2045),"{""Geestland, Germany"":{""lat"":53.60936239999999,""lng"":8.7944026,""address"":{""formatted"":""27 Geestland, Germany""}}}"
Avacon,398,Line,"Nenndorf, Buchholz",80°C-Trassierung,Planned,50,Not Specified (part of plan up to 2045),"{""Nenndorf, Germany"":{""lat"":53.5893156,""lng"":7.4372604,""address"":{""formatted"":""26 Nenndorf, Germany""}},""Buchholz, Germany"":{""lat"":53.3176971,""lng"":9.8694845,""address"":{""formatted"":""21244 Buchholz in der Nordheide, Germany""}}}"
Avacon,399,Line,"Lüneburg, Jesteburg, Stelle",FLM (Freileitungsmonitoring),Planned,144,Not Specified (part of plan up to 2045),"{""Lüneburg, Germany"":{""lat"":53.2478704,""lng"":10.4160637,""address"":{""formatted"":""21 Lüneburg, Germany""}},""Jesteburg, Germany"":{""lat"":53.3069376,""lng"":9.9537405,""address"":{""formatted"":""21 Jesteburg, Germany""}},""Stelle, Germany"":{""lat"":53.3842619,""lng"":10.1023503,""address"":{""formatted"":""21 Stelle, Germany""}}}"
Avacon,553,"UW, Line","Schwanewede, Hagen im Bremischen",NB (Neubau),Planned,900,Not Specified (part of plan up to 2045),"{""Schwanewede, Germany"":{""lat"":53.2231011,""lng"":8.5890076,""address"":{""formatted"":""28790 Schwanewede, Germany""}},""Hagen im Bremischen, Germany"":{""lat"":53.3558548,""lng"":8.643933400000002,""address"":{""formatted"":""27628 Hagen im Bremischen, Germany""}}}"
Avacon,554,"UW, Line",Hemmoor,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Hemmoor, Germany"":{""lat"":53.699156,""lng"":9.196232199999999,""address"":{""formatted"":""Hemmoor, 21, Germany""}}}"
Avacon,555,"UW, Line",Harsefeld,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Harsefeld, Germany"":{""lat"":53.4539625,""lng"":9.5037217,""address"":{""formatted"":""21698 Harsefeld, Germany""}}}"
Avacon,556,"UW, Line",Soltau,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Soltau, Germany"":{""lat"":52.9846914,""lng"":9.842125,""address"":{""formatted"":""29614 Soltau, Germany""}}}"
Avacon,557,"UW, Line",Hymendorf,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Hymendorf, Germany"":{""lat"":53.6435015,""lng"":8.6730814,""address"":{""formatted"":""27607 Geestland-Hymendorf, Germany""}}}"
Avacon,558,Line,"Hemmoor, Otterndorf, Cuxhaven",FLM (Freileitungsmonitoring),Planned,347,Not Specified (part of plan up to 2045),"{""Hemmoor, Germany"":{""lat"":53.699156,""lng"":9.196232199999999,""address"":{""formatted"":""Hemmoor, 21, Germany""}},""Otterndorf, Germany"":{""lat"":53.80894989999999,""lng"":8.8976663,""address"":{""formatted"":""21 Otterndorf, Germany""}},""Cuxhaven, Germany"":{""lat"":53.859336,""lng"":8.6879057,""address"":{""formatted"":""Cuxhaven, Germany""}}}"
Avacon,559,Line,"Alfstedt, Farge",ENB (Ersatzneubau),Planned,656,Not Specified (part of plan up to 2045),"{""Alfstedt, Germany"":{""lat"":53.54855629999999,""lng"":9.0676268,""address"":{""formatted"":""27432 Alfstedt, Germany""}},""Farge, Germany"":{""lat"":53.1997129,""lng"":8.526292,""address"":{""formatted"":""Farge, 28 Bremen-Blumenthal, Germany""}}}"
Avacon,560,Line,"Sottrum, Bremervörde",ENB (Ersatzneubau),Planned,462,Not Specified (part of plan up to 2045),"{""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}},""Bremervörde, Germany"":{""lat"":53.4853384,""lng"":9.152340599999999,""address"":{""formatted"":""27432 Bremervörde, Germany""}}}"
Avacon,561,Line,"Soltau, Neuenkirchen, Schneverdingen",ENB (Ersatzneubau),Planned,613,Not Specified (part of plan up to 2045),"{""Soltau, Germany"":{""lat"":52.9846914,""lng"":9.842125,""address"":{""formatted"":""29614 Soltau, Germany""}},""Neuenkirchen, Germany"":{""lat"":53.032021,""lng"": 9.706408,""address"":{""formatted"":""48485 Neuenkirchen, Germany""}},""Schneverdingen, Germany"":{""lat"":53.1162319,""lng"":9.792343599999999,""address"":{""formatted"":""29640 Schneverdingen, Germany""}}}"
Avacon,562,Line,Visselhövede,ENB (Ersatzneubau),Planned,592,Not Specified (part of plan up to 2045),"{""Visselhövede, Germany"":{""lat"":52.9854803,""lng"":9.5802619,""address"":{""formatted"":""27374 Visselhövede, Germany""}}}"
Avacon,563,Line,"Soltau, Munster, Lübberstedt, Lüneburg",ENB (Ersatzneubau),Planned,467,Not Specified (part of plan up to 2045),"{""Soltau, Germany"":{""lat"":52.9846914,""lng"":9.842125,""address"":{""formatted"":""29614 Soltau, Germany""}},""Munster, Germany"":{""lat"":52.988093836078114,""lng"":10.081184531027615,""address"":{""formatted"":""48 Münster, Germany""}},""Lübberstedt, Germany"":{""lat"":53.3351021,""lng"":8.810737,""address"":{""formatted"":""27729 Lübberstedt, Germany""}},""Lüneburg, Germany"":{""lat"":53.2478704,""lng"":10.4160637,""address"":{""formatted"":""21 Lüneburg, Germany""}}}"
Avacon,564,Line,"Lüneburg, Stelle",ENB (Ersatzneubau),Planned,559,Not Specified (part of plan up to 2045),"{""Lüneburg, Germany"":{""lat"":53.2478704,""lng"":10.4160637,""address"":{""formatted"":""21 Lüneburg, Germany""}},""Stelle, Germany"":{""lat"":53.3842619,""lng"":10.1023503,""address"":{""formatted"":""21 Stelle, Germany""}}}"
Avacon,565,Line,Jesteburg,ENB (Ersatzneubau),Planned,559,Not Specified (part of plan up to 2045),"{""Jesteburg, Germany"":{""lat"":53.3069376,""lng"":9.9537405,""address"":{""formatted"":""21 Jesteburg, Germany""}}}"
Avacon,566,Line,"Stelle, Hittfeld",80°C-Trassierung,Planned,41,Not Specified (part of plan up to 2045),"{""Stelle, Germany"":{""lat"":53.3842619,""lng"":10.1023503,""address"":{""formatted"":""21 Stelle, Germany""}},""Hittfeld, Germany"":{""lat"":53.40473960000001,""lng"":9.977111299999999,""address"":{""formatted"":""21218 Seevetal-Hittfeld, Germany""}}}"
Avacon,567,Line,"Nenndorf, Buchholz",ENB (Ersatzneubau),Planned,601,Not Specified (part of plan up to 2045),"{""Nenndorf, Germany"":{""lat"":53.5893156,""lng"":7.4372604,""address"":{""formatted"":""26 Nenndorf, Germany""}},""Buchholz, Germany"":{""lat"":53.32663549825241,""lng"":9.874859162051672,""address"":{""formatted"":""21244 Buchholz in der Nordheide, Germany""}}}"
Avacon,568,Line,"Nenndorf, Neu Wulmstorf, Eilendorf, Harsefeld",ENB (Ersatzneubau),Planned,559,Not Specified (part of plan up to 2045),"{""Nenndorf, Germany"":{""lat"":53.5893156,""lng"":7.4372604,""address"":{""formatted"":""26 Nenndorf, Germany""}},""Neu Wulmstorf, Germany"":{""lat"":53.46413709999999,""lng"":9.7911544,""address"":{""formatted"":""21629 Neu Wulmstorf, Germany""}},""Eilendorf, Germany"":{""lat"":53.453767,""lng"":9.70479,""address"":{""formatted"":""52 Aachen-Eilendorf, Germany""}},""Harsefeld, Germany"":{""lat"":53.4539625,""lng"":9.5037217,""address"":{""formatted"":""21698 Harsefeld, Germany""}}}"
Avacon,569,Line,"Bremervörde, Harsefeld",FLM (Freileitungsmonitoring),Planned,147,Not Specified (part of plan up to 2045),"{""Bremervörde, Germany"":{""lat"":53.4853384,""lng"":9.152340599999999,""address"":{""formatted"":""27432 Bremervörde, Germany""}},""Harsefeld, Germany"":{""lat"":53.4539625,""lng"":9.5037217,""address"":{""formatted"":""21698 Harsefeld, Germany""}}}"
Avacon,570,Line,"Dollern, Mittelnkirchen, Hörne, Hemmoor",ENB (Ersatzneubau),Planned,613,Not Specified (part of plan up to 2045),"{""Dollern, Germany"":{""lat"":53.5395112,""lng"":9.547450099999999,""address"":{""formatted"":""21739 Dollern, Germany""}},""Mittelnkirchen, Germany"":{""lat"":53.5405865,""lng"":9.6270176,""address"":{""formatted"":""21 Mittelnkirchen, Germany""}},""Hörne, Germany"":{""lat"":53.8202683,""lng"":9.088351399999999,""address"":{""formatted"":""21730 Balje-Hörne, Germany""}},""Hemmoor, Germany"":{""lat"":53.699156,""lng"":9.196232199999999,""address"":{""formatted"":""Hemmoor, 21, Germany""}}}"
Avacon,571,Line,"Mittelnkirchen, Heitmannshausen, Neu Wulmstorf",ENB (Ersatzneubau),Planned,559,Not Specified (part of plan up to 2045),"{""Mittelnkirchen, Germany"":{""lat"":53.5405865,""lng"":9.6270176,""address"":{""formatted"":""21 Mittelnkirchen, Germany""}},""Heitmannshausen, Germany"":{""lat"":53.477063,""lng"":9.6506013,""address"":{""formatted"":""Heitmannshausen, 21614 Buxtehude-Neukloster, Germany""}},""Neu Wulmstorf, Germany"":{""lat"":53.46413709999999,""lng"":9.7911544,""address"":{""formatted"":""21629 Neu Wulmstorf, Germany""}}}"
Avacon,572,Line,"Cuxhaven, Spieka, Krempel",FLM (Freileitungsmonitoring),Planned,145,Not Specified (part of plan up to 2045),"{""Cuxhaven, Germany"":{""lat"":53.859336,""lng"":8.6879057,""address"":{""formatted"":""Cuxhaven, Germany""}},""Spieka, Germany"":{""lat"":53.7509981,""lng"":8.5790615,""address"":{""formatted"":""27639 Wurster Nordseeküste-Spieka, Germany""}},""Krempel, Germany"":{""lat"":53.707303,""lng"": 8.704751,""address"":{""formatted"":""25774 Krempel, Germany""}}}"
Avacon,573,Line,"Bremervörde, Gnarrenburg",ENB (Ersatzneubau),Planned,551,Not Specified (part of plan up to 2045),"{""Bremervörde, Germany"":{""lat"":53.4853384,""lng"":9.152340599999999,""address"":{""formatted"":""27432 Bremervörde, Germany""}},""Gnarrenburg, Germany"":{""lat"":53.38318109999999,""lng"":9.0026505,""address"":{""formatted"":""27442 Gnarrenburg, Germany""}}}"
Avacon,574,Line,"Farge, Sottrum, Osterhagen, Scharmbeck, Lilienthal",ENB (Ersatzneubau),Planned,590,Not Specified (part of plan up to 2045),"{""Farge, Germany"":{""lat"":53.1997129,""lng"":8.526292,""address"":{""formatted"":""Farge, 28 Bremen-Blumenthal, Germany""}},""Sottrum, Germany"":{""lat"":53.0987094,""lng"":9.2151487,""address"":{""formatted"":""Sottrum, 27, Germany""}},""Osterhagen, Germany"":{""lat"":51.5920291,""lng"":10.4831618,""address"":{""formatted"":""37431 Bad Lauterberg-Osterhagen, Germany""}},""Scharmbeck, Germany"":{""lat"":53.2269225,""lng"":8.790036299999999,""address"":{""formatted"":""27711 Osterholz-Scharmbeck, Germany""}},""Lilienthal, Germany"":{""lat"":53.14912820000001,""lng"":8.913357399999999,""address"":{""formatted"":""28865 Lilienthal, Germany""}}}"
Avacon,575,Line,"Hardegsen, Poehlde",FLM (Freileitungsmonitoring),Planned,60,Not Specified (part of plan up to 2045),"{""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}},""Poehlde, Germany"":{""lat"":51.6144782,""lng"":10.3137425,""address"":{""formatted"":""37412 Herzberg am Harz-Pöhlde, Germany""}}}"
Avacon,576,Line,"Godenau, Hardegsen",ENB (Ersatzneubau),Planned,624,Not Specified (part of plan up to 2045),"{""Godenau, Germany"":{""lat"":52.0125471,""lng"":9.7905261,""address"":{""formatted"":""31061 Alfeld (Leine)-Godenau, Germany""}},""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}}}"
Avacon,577,Line,"Poehlde, Duderstadt",FLM (Freileitungsmonitoring),Planned,62,Not Specified (part of plan up to 2045),"{""Poehlde, Germany"":{""lat"":51.6144782,""lng"":10.3137425,""address"":{""formatted"":""37412 Herzberg am Harz-Pöhlde, Germany""}},""Duderstadt, Germany"":{""lat"":51.5096571,""lng"":10.2535104,""address"":{""formatted"":""37115 Duderstadt, Germany""}}}"
Avacon,578,Line,"Hannover West, Bad Münder",80°C-Trassierung + FLM,Planned,205,Not Specified (part of plan up to 2045),"{""Hannover West, Germany"":{""lat"":52.3758916,""lng"":9.732010400000002,""address"":{""formatted"":""30 Hanover, Germany""}},""Bad Münder, Germany"":{""lat"":52.2184983,""lng"":9.4374889,""address"":{""formatted"":""31848 Bad Münder, Germany""}}}"
Avacon,579,Line,"Rethen, Hannover West",80°C-Trassierung + FLM,Planned,168,Not Specified (part of plan up to 2045),"{""Rethen, Germany"":{""lat"":52.3783504,""lng"":10.479584,""address"":{""formatted"":""38533 Vordorf-Rethen, Germany""}},""Hannover West, Germany"":{""lat"":52.3758916,""lng"":9.732010400000002,""address"":{""formatted"":""30 Hanover, Germany""}}}"
Avacon,580,Line,"Algermissen, Rethen",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Algermissen, Germany"":{""lat"":52.25252529999999,""lng"":9.969572399999999,""address"":{""formatted"":""31191 Algermissen, Germany""}},""Rethen, Germany"":{""lat"":52.3783504,""lng"":10.479584,""address"":{""formatted"":""38533 Vordorf-Rethen, Germany""}}}"
Avacon,581,Line,"Algermissen, Hildesheim Süd",80°C-Trassierung + FLM,Planned,97,Not Specified (part of plan up to 2045),"{""Algermissen, Germany"":{""lat"":52.25252529999999,""lng"":9.969572399999999,""address"":{""formatted"":""31191 Algermissen, Germany""}},""Hildesheim Süd, Germany"":{""lat"":52.154778,""lng"":9.9579652,""address"":{""formatted"":""31 Hildesheim, Germany""}}}"
